case_id,case_title,source_batch,bucket,candidate_id,title,verification_status,topic_relation,recommended_action,matched_keywords,missing_keywords,reason,url,doi,year,venue,authors
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,parallel,c-b3eea2c3,On Enhancing Crack Semantic Segmentation Using StyleGAN and Brownian Bridge Diffusion,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,parallel,c-ca6c4dca,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers,verified,,keep,,,1 axis directly matches — partial fit,,,,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,parallel,c-f7f6dbb0,Text-Enhanced Label-Efficient Automated Bridge Defect Semantic Segmentation from Inspection Images,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,baseline,c-27ba34cc,Weakly Supervised Patch Label Inference Networks for Efficient Pavement Distress Detection and Recognition in the Wild,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,baseline,c-6cec5f02,Pavement Distress Detection and Segmentation using YOLOv4 and DeepLabv3 on Pavements in the Philippines,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,baseline,c-7c20cc64,A lightweight encoder–decoder network for automatic pavement crack detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,baseline,c-a0a613b8,Pavement distress detection and classification based on YOLO network,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,baseline,c-a344f8b3,An Iteratively Optimized Patch Label Inference Network for Automatic Pavement Distress Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,parallel,c-2f61bb5f,Feature Pyramid and Hierarchical Boosting Network for Pavement Crack Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,parallel,c-3778a05d,Advancing Pavement Distress Detection in Developing Countries: A Novel Deep Learning Approach with Locally-Collected Datasets,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,parallel,c-4164ccea,Deep Learning Frameworks for Pavement Distress Classification: A Comparative Analysis,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2020,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,parallel,c-89ba69a4,PicT: A Slim Weakly Supervised Vision Transformer for Pavement Distress Classification,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2022,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,parallel,c-a8d4a73e,Multiscale Attention Networks for Pavement Defect Detection,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,r6,parallel,c-aa9e6c7c,PaveSAM Segment Anything for Pavement Distress,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,r2,core,c-45c2423c,Research on Transmission Line Defect Detection System Based on Cloud-Edge-End Collaboration,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,r2,core,c-b01129ec,"Towards Defect Detection of Transmission Line Insulator: A Dataset, Benchmarks and Challenges",verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2025,,
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,r2,baseline,c-45c2423c,Research on Transmission Line Defect Detection System Based on Cloud-Edge-End Collaboration,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,r2,baseline,c-620a6cd8,Detection of Transmission Line Insulator Defect Based on Improved YOLOv10,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2025,,
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,r2,baseline,c-848a634e,A CNN-Bigru-Based Defect Detection Method for Transmission Line Insulators in Edge Computing Environment,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,r2,baseline,c-b01129ec,"Towards Defect Detection of Transmission Line Insulator: A Dataset, Benchmarks and Challenges",verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2025,,
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,r2,parallel,c-3ed055cf,Research on Pin Defect Detection Algorithm of Power Transmission Line,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2024,,
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,r2,parallel,c-da5fd351,Multi-Fitting Detection on Transmission Line Based on Cascade Reasoning Graph Network,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2022,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,core,c-cc97040c,Blade-YOLOv8:Improved YOLOv8 for Wind Turbine Blade Defect Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,core,c-d0274723,GCB-YOLO: A Lightweight Algorithm for Wind Turbine Blade Defect Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,baseline,c-cc97040c,Blade-YOLOv8:Improved YOLOv8 for Wind Turbine Blade Defect Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,baseline,c-d0274723,GCB-YOLO: A Lightweight Algorithm for Wind Turbine Blade Defect Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,parallel,c-02c71bfe,xuchuanleikeshi/Sealing-Pin-Defect-Detection.github.io,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,parallel,c-0cd7cdb0,HyperDefect-YOLO: Enhance YOLO with HyperGraph Computation for Industrial Defect Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,parallel,c-20d75bba,sbetageri/pt_steel,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,parallel,c-321adf72,TransferD2: Automated Defect Detection Approach in Smart Manufacturing using Transfer Learning Techniques,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,parallel,c-477c8a0a,DeepInspect: An AI-Powered Defect Detection for Manufacturing Industries,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,parallel,c-a3cbe272,Road Surface Defect Detection -- From Image-based to Non-image-based: A Survey,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-092,海上风机叶片缺陷检测及分类,r2,parallel,c-e532da02,YOLO-Based Defect Detection for Metal Sheets,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,r2,baseline,c-5af8d4a8,HyperDefect-YOLO: Enhance YOLO with HyperGraph Computation for Industrial Defect Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,r2,baseline,c-6b4164c5,YOLOPears: a novel benchmark of YOLO object detectors for multi-class pear surface defect detection in quality grading systems,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,r2,baseline,c-868a89f5,DAMO-YOLO : A Report on Real-Time Object Detection Design,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,r2,baseline,c-de07f41f,MS-YOLO: Infrared Object Detection for Edge Deployment via MobileNetV4 and SlideLoss,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,r2,parallel,c-17a3f47a,Yonatan-Estifanos-github/SurfaceDefectNet-Deep-Learning-for-Surface-Defect-Detection,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,r2,parallel,c-22b8d5db,YOLO-IOD: Towards Real Time Incremental Object Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,r2,parallel,c-2933fd35,Developing a Resource-Constraint EdgeAI model for Surface Defect Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,r2,parallel,c-88f36b64,DeepInspect: An AI-Powered Defect Detection for Manufacturing Industries,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-096,基于石墨烯薄膜电热效应的风机叶片防冰除冰系统研究,r2,core,c-ba4d7e62,Utilising implanted carbon fibre as a resistive heating element in wind turbine blade anti-icing systems,verified,,keep,,,2/4 axes directly match topic atoms,,,2013,,
ENG-THESIS-096,基于石墨烯薄膜电热效应的风机叶片防冰除冰系统研究,r2,baseline,c-ba4d7e62,Utilising implanted carbon fibre as a resistive heating element in wind turbine blade anti-icing systems,verified,,keep,,,2/4 axes directly match topic atoms,,,2013,,
ENG-THESIS-096,基于石墨烯薄膜电热效应的风机叶片防冰除冰系统研究,r2,parallel,c-56e257d9,A Brief Review of Blade Surface Icing Adhesive Theories for Wind Turbines,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2023,,
ENG-THESIS-096,基于石墨烯薄膜电热效应的风机叶片防冰除冰系统研究,r2,parallel,c-bc865519,Wind Tunnel Tests on Anti-Icing Performance of Wind Turbine Blade with NACA0018 Airfoil with Bio-Wax PCMS-PUR Coating,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-096,基于石墨烯薄膜电热效应的风机叶片防冰除冰系统研究,r2,parallel,c-eb26ec2a,Numerical Simulation of Icing Characteristics on a Blade Airfoil for Vertical-Axis Wind Turbine under Various Icing Conditions,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2023,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,core,c-28c9117f,CycleGAN-Based Visible-Infrared Image Enhancement Method for Infrared Power Equipment Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,core,c-afd06f32,Accurate Object Detection of Electric Power Equipment Based on CapsNet Framework,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2019,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,core,c-c06f76ab,Research on the Application of Deep Learning Object Detection in Rust Defect Detection of Power Equipment,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,core,c-c9bf4d1c,Fire and Smoke Detection of Power System Transmission and Distribution Equipment,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2023,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,baseline,c-28c9117f,CycleGAN-Based Visible-Infrared Image Enhancement Method for Infrared Power Equipment Object Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,baseline,c-afd06f32,Accurate Object Detection of Electric Power Equipment Based on CapsNet Framework,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2019,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,baseline,c-c06f76ab,Research on the Application of Deep Learning Object Detection in Rust Defect Detection of Power Equipment,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,baseline,c-c9bf4d1c,Fire and Smoke Detection of Power System Transmission and Distribution Equipment,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2023,,
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,r6,parallel,c-c179daf8,HIC-YOLOv5: Improved YOLOv5 For Small Object Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
